DATAFLOW,LAST UPDATE,freq,age,n_lang,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Euro area – 20 countries (from 2023),2016,37.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Euro area – 20 countries (from 2023),2022,36.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Estonia,2007,30.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Estonia,2011,24.1,d,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Estonia,2016,26.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Estonia,2022,19.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Greece,2007,44.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Greece,2011,43.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Greece,2016,48.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Greece,2022,55.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Spain,2007,35.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Spain,2011,34.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Spain,2016,34.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Spain,2022,34.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,European Union - 27 countries (from 2020),2007,34.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,European Union - 27 countries (from 2020),2011,35.6,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,European Union - 27 countries (from 2020),2016,37.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,European Union - 27 countries (from 2020),2022,37.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Finland,2007,16.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Finland,2011,13.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Finland,2016,15.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Finland,2022,20.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,France,2007,35.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,France,2011,34.9,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,France,2016,35.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,France,2022,34.5,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Croatia,2007,39.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Croatia,2016,45.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Croatia,2022,50.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Hungary,2007,17.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Hungary,2011,25.9,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Hungary,2016,28.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Hungary,2022,30.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Ireland,2011,20.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Ireland,2016,29.9,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Ireland,2022,33.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Iceland,2022,21.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Italy,2007,33.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Italy,2011,39.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Italy,2016,41.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Italy,2022,37.5,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Lithuania,2007,31.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Lithuania,2011,40.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Lithuania,2016,42.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Lithuania,2022,38.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Luxembourg,2011,5.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Luxembourg,2016,16.2,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Luxembourg,2022,17.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Latvia,2007,40.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Latvia,2011,35.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Latvia,2016,33.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Latvia,2022,26.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,North Macedonia,2016,38.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Malta,2007,26.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Malta,2011,24.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Malta,2016,32.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Malta,2022,47.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Netherlands,2011,25.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Netherlands,2016,28.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Netherlands,2022,20.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Norway,2007,22.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Norway,2011,24.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Norway,2016,26.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Norway,2022,12.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Poland,2007,39.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Poland,2011,38.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Poland,2016,45.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Poland,2022,47.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Portugal,2007,22.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Portugal,2011,26.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Portugal,2016,28.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Portugal,2022,31.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Romania,2007,19.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Romania,2016,24.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Romania,2022,35.2,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Serbia,2011,47.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Serbia,2016,37.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Serbia,2022,55.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Sweden,2007,44.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Sweden,2011,31.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Sweden,2016,45.9,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Sweden,2022,50.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Slovenia,2007,20.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Slovenia,2011,15.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Slovenia,2016,20.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Slovenia,2022,16.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Slovakia,2007,24.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Slovakia,2011,30.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Slovakia,2016,24.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Slovakia,2022,30.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Türkiye,2007,21.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Türkiye,2011,15.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,Türkiye,2022,46.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,United Kingdom,2007,64.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,1 language,Percentage,Total,United Kingdom,2016,20.0,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Albania,2016,10.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Austria,2007,20.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Austria,2011,18.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Austria,2016,23.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Austria,2022,24.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Bosnia and Herzegovina,2016,7.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Belgium,2007,26.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Belgium,2011,23.5,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Belgium,2016,33.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Belgium,2022,29.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Bulgaria,2007,21.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Bulgaria,2011,11.7,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Bulgaria,2016,13.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Bulgaria,2022,11.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Switzerland,2011,34.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Switzerland,2016,35.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Cyprus,2007,17.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Cyprus,2011,19.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Cyprus,2016,20.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Cyprus,2022,21.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Czechia,2007,24.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Czechia,2011,22.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Czechia,2016,26.9,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Czechia,2022,24.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Germany,2007,21.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Germany,2011,26.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Germany,2016,26.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Germany,2022,29.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Denmark,2007,38.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Denmark,2011,43.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Denmark,2016,41.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Denmark,2022,33.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Euro area – 20 countries (from 2023),2007,20.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Euro area – 20 countries (from 2023),2011,21.2,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Euro area – 20 countries (from 2023),2016,23.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Euro area – 20 countries (from 2023),2022,26.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Estonia,2007,35.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Estonia,2011,35.1,d,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Estonia,2016,39.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Estonia,2022,43.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Greece,2007,9.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Greece,2011,12.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Greece,2016,15.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Greece,2022,13.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Spain,2007,13.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Spain,2011,12.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Spain,2016,14.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Spain,2022,15.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,European Union - 27 countries (from 2020),2007,19.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,European Union - 27 countries (from 2020),2011,21.0,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,European Union - 27 countries (from 2020),2016,22.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,European Union - 27 countries (from 2020),2022,24.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Finland,2007,29.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Finland,2011,29.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Finland,2016,31.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Finland,2022,33.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,France,2007,18.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,France,2011,19.2,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,France,2016,20.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,France,2022,29.8,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Croatia,2007,21.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Croatia,2016,21.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Croatia,2022,23.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Hungary,2007,6.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Hungary,2011,9.2,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Hungary,2016,11.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Hungary,2022,14.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Ireland,2011,5.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Ireland,2016,15.4,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Ireland,2022,21.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Iceland,2022,29.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Italy,2007,20.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Italy,2011,16.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Italy,2016,20.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Italy,2022,22.8,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Lithuania,2007,45.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Lithuania,2011,44.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Lithuania,2016,39.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Lithuania,2022,47.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Luxembourg,2011,22.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Luxembourg,2016,27.1,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Luxembourg,2022,23.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Latvia,2007,42.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Latvia,2011,46.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Latvia,2016,49.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Latvia,2022,52.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,North Macedonia,2016,20.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Malta,2007,42.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Malta,2011,45.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Malta,2016,43.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Malta,2022,24.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 25 to 64 years,2 languages,Percentage,Total,Netherlands,2011,37.1,,
